tick_neg,alpha_neg,tick_pos,alpha_pos
fl,-0.08128548,ufi,0.09687052
open,-0.0812167,fnch,0.09682988
dei,-0.080851026,nssc,0.09669068
pstg,-0.080693975,grvy,0.096552074
cuz,-0.08067357,ois,0.09654567
hei-a,-0.08044415,dzsi,0.09635874
cr,-0.079948075,vpg,0.095709234
foxf,-0.079910345,cpsi,0.09558422
wcc,-0.07960636,gilt,0.09549606
iaa,-0.07939389,ghl,0.09543691
gps,-0.07916573,wkhs,0.09522436
medp,-0.07845989,lqda,0.09504783
asgn,-0.07845493,qs,0.09481902
arna,-0.078269705,blbd,0.09448791
igt,-0.078001134,ryam,0.093867734
cybr,-0.077966996,spne,0.093769364
seas,-0.07783737,ocul,0.09375086
ntla,-0.07752861,tars,0.09362699
mfh,-0.077346794,ht,0.09358742
run,-0.07699895,llnw,0.09352767
aqn,-0.076799065,oric,0.0934238
mtdr,-0.076517045,dyn,0.09315581
mur,-0.076362774,cir,0.093072474
gpk,-0.076002926,cps,0.09276192
mime,-0.07565523,ooma,0.09221997
colm,-0.075615555,acet,0.0918452
algm,-0.0753298,apyx,0.09169544
yeti,-0.075244784,ehth,0.09151809
dsgx,-0.07516767,insw,0.09150936
nee,-0.07508957,spwh,0.091388285
cigi,-0.07489739,rptx,0.09123905
qfin,-0.07483797,vapo,0.09081343
hfc,-0.07472637,cste,0.09011356
tenb,-0.07433479,veru,0.090100326
sgms,-0.07433395,taco,0.089842595
amkr,-0.07424551,psnl,0.08982547
hog,-0.07418228,untc,0.089806825
txrh,-0.074158505,anik,0.089656085
irtc,-0.074039824,jfin,0.08944882
ssd,-0.073918894,tw,0.08935795
cw,-0.07373047,idya,0.089323655
novt,-0.07365559,vuzi,0.089042984
son,-0.073561355,vray,0.0889846
gt,-0.07353623,ptsi,0.088939905
prgo,-0.07336677,insg,0.088865526
ryn,-0.07286879,trc,0.088793956
msa,-0.072597854,rada,0.08868236
hhc,-0.07236668,ll,0.08855668
hbi,-0.07235926,loco,0.088200755
adt,-0.07222768,hffg,0.087935545
ufpi,-0.0722227,plym,0.087816246
rcm,-0.07197599,ctrn,0.087767035
vg,-0.07194835,fulc,0.08766354
crus,-0.07173759,tlry,0.087556124
tnet,-0.07170427,bbsi,0.08754681
nati,-0.071640976,ulh,0.08748068
clh,-0.07089206,dxpe,0.086921215
ncr,-0.07082073,mdxg,0.08668368
drvn,-0.07064786,cmrx,0.08652597
srpt,-0.07039751,tcs,0.08651231
am,-0.07038001,kron,0.08614812
hele,-0.070232056,vtnr,0.08547567
vir,-0.06997762,mcft,0.085386716
rpd,-0.0699433,chuy,0.08519472
rog,-0.06979984,cgem,0.085176654
mrtx,-0.06966858,sri,0.08502712
exel,-0.06925348,inve,0.084876746
oiim,-0.069141574,pets,0.08424624
tdc,-0.06908909,hzon,0.08393263
ntra,-0.069007985,prts,0.08368364
arwr,-0.068951964,poww,0.08341398
ugi,-0.068778686,pgen,0.08324841
wen,-0.06875027,dco,0.08306326
amba,-0.06842666,blue,0.082819775
srcl,-0.06798652,noa,0.08271635
bl,-0.06786906,yell,0.082473256
fcn,-0.06773348,repx,0.0823618
hayw,-0.06768741,tcda,0.082182504
bb,-0.067686856,djco,0.08196091
cdk,-0.06763894,btai,0.081821874
roll,-0.067294575,tdw,0.08092074
atkr,-0.066947654,siga,0.08074167
awi,-0.066859305,nvgs,0.080386676
cwk,-0.066785894,rna,0.08034702
smtc,-0.06665691,fosl,0.079587705
qdel,-0.06656604,vec,0.07924284
chx,-0.06620434,acrs,0.079212226
vnt,-0.066147014,smlr,0.0791592
bcpc,-0.066009894,centa,0.07903147
mgp,-0.06590886,lamr,0.078213885
mxl,-0.065677315,hayn,0.07815104
rhp,-0.06557568,icpt,0.07810891
hlf,-0.06542048,frph,0.07785717
hiw,-0.06486259,yorw,0.07769836
krnt,-0.06485171,albo,0.07726601
etrn,-0.064569764,thr,0.07721109
kfrc,-0.064486474,cnsl,0.077091895
onto,-0.064360715,wtba,0.07691369
wd,-0.06405441,knte,0.076655634
icui,-0.0639573,amot,0.076181106
mtsi,-0.06390315,co,0.07607847
qlys,-0.06369197,sxc,0.0760772
saic,-0.06362148,cara,0.075817995
powi,-0.06354051,ufpt,0.07532336
irdm,-0.063087806,kdny,0.07524049
hxl,-0.06295828,ipi,0.07510615
rdn,-0.06289511,zyme,0.07486371
amn,-0.06285544,tpc,0.074706316
unvr,-0.06276815,oust,0.07463644
sm,-0.0626423,tbph,0.07440132
sig,-0.06261195,ibcp,0.074281745
seb,-0.06258864,npk,0.07415628
crsp,-0.062476315,chs,0.07404556
zlab,-0.061931036,veri,0.07399385
aqua,-0.06190978,mirm,0.07393019
por,-0.061212055,rpt,0.073612295
gtes,-0.0611752,osur,0.07325678
fn,-0.060453348,efc,0.072843745
slgn,-0.060407497,ahh,0.07240311
ocdx,-0.05984761,rilyz,0.072343
wing,-0.0598028,osw,0.0721719
jbt,-0.05969138,puyi,0.07207133
halo,-0.05956492,stok,0.07195713
achc,-0.059400383,legh,0.07190051
ncno,-0.059326366,dhil,0.071873546
pk,-0.058913797,le,0.07181369
tsem,-0.05879354,grpn,0.07177209
adc,-0.05863209,dske,0.071680285
hpk,-0.058590986,sgoc,0.07140918
jblu,-0.05849203,ecom,0.071089245
mms,-0.058167342,itrn,0.07097687
himx,-0.058143802,crai,0.07056198
apg,-0.057565313,ofix,0.07041338
lanc,-0.057349622,mgi,0.070378706
nkla,-0.056976926,vxrt,0.07037447
pzza,-0.056927327,ke,0.07021188
bynd,-0.056820974,srdx,0.07013693
swi,-0.056519292,bjri,0.0699658
apps,-0.05633645,imxi,0.069595575
spsc,-0.05632603,atni,0.069353335
exls,-0.056200027,rgp,0.06905108
ions,-0.05616225,irmd,0.06889663
cns,-0.056011885,swir,0.06867879
vne,-0.05581996,agx,0.06851709
trox,-0.05551484,lpg,0.068421684
hqy,-0.055291,dmrc,0.06824547
safm,-0.05514658,mtw,0.068224244
vrns,-0.054884985,indt,0.06813144
diod,-0.054871786,kop,0.0680374
lthm,-0.054461133,sd,0.06780438
gtls,-0.054434676,utl,0.06763922
dbc,-0.054355837,sp,0.067522936
ogs,-0.05420002,ingn,0.067245856
opch,-0.053420458,mye,0.06709881
fele,-0.053203747,pmvp,0.066777036
ora,-0.053178623,fsp,0.06675775
trn,-0.052859355,mcrb,0.0667532
rare,-0.05258733,cldt,0.06665793
box,-0.052310154,cprx,0.0666391
livn,-0.052304797,gci,0.066392995
amed,-0.05217407,hyfm,0.066386275
env,-0.0519458,plus,0.06635258
sail,-0.051876508,coll,0.066349305
doc,-0.05184123,fhtx,0.06605874
nvmi,-0.051759847,azre,0.06595251
hpp,-0.05175342,view,0.06586375
cert,-0.051614463,ruth,0.06570891
msp,-0.051451772,asle,0.06555011
wns,-0.051428936,upld,0.0655045
njdcy,-0.051427323,prty,0.065428
aciw,-0.051393576,mx,0.06533113
ensg,-0.051277336,gnk,0.064759925
kmpr,-0.051199082,srrk,0.06466954
alks,-0.05113096,mrc,0.064669356
tgna,-0.05111812,afin,0.06447432
beam,-0.051019497,hrtx,0.06423076
ttec,-0.05093977,ospn,0.06399138
frpt,-0.050920326,peri,0.063693725
expi,-0.05090501,sibn,0.06365133
x,-0.05085576,prax,0.06359559
aep,-0.05078188,olp,0.063589804
alrm,-0.050453354,hngr,0.063535355
cri,-0.050381783,cutr,0.06345251
pch,-0.050358254,quot,0.06302539
bcrx,-0.050349258,imvt,0.06301305
msgs,-0.050152786,sohu,0.0627175
viav,-0.050103277,love,0.06261405
mth,-0.050024483,twi,0.062334295
neu,-0.04982346,cvgw,0.061965983
dnli,-0.049745154,endp,0.061510544
nari,-0.049703002,mitk,0.0615049
omi,-0.049509075,ango,0.06130708
cnx,-0.04903948,pgc,0.06071881
kfy,-0.049028825,gevo,0.060476243
jbgs,-0.048996266,mgnx,0.060469832
becn,-0.048945498,rapt,0.06045509
lesl,-0.04890394,vnda,0.060432866
golf,-0.04882014,egrx,0.06035939
neog,-0.048606366,gbl,0.06024773
hain,-0.04834726,akro,0.05977387
arnc,-0.048338793,hcci,0.059673376
matx,-0.048302986,he,0.05953445
aple,-0.048147026,wti,0.059356794
trup,-0.048106015,sgmo,0.059268877
wgo,-0.047930006,vsec,0.058910433
post,-0.047879487,titn,0.058634613
grp-un,-0.047821805,ontf,0.058575403
whd,-0.047595527,kzr,0.058561448
ait,-0.047425933,ruby,0.05851916
hi,-0.047383297,vitl,0.05811657
vcra,-0.04736722,acco,0.05796279
ful,-0.04731513,arqt,0.05730902
qtwo,-0.047117926,kpti,0.056863453
lope,-0.04708744,nx,0.056650303
swx,-0.047037683,clar,0.056515034
bco,-0.04672052,lqdt,0.056409933
flow,-0.045528684,aht,0.056067746
jobs,-0.045307755,awr,0.056048352
lpl,-0.045186948,gsg,0.055698074
chng,-0.045059428,trns,0.055558115
aso,-0.045000352,cac,0.055473648
out,-0.044824474,uht,0.055417527
mdc,-0.044747744,arct,0.05495383
thrm,-0.04471451,np,0.054150883
vrnt,-0.044270642,tmst,0.053755708
cno,-0.044174995,plby,0.053632647
dan,-0.04402801,ntus,0.05357954
fix,-0.043846183,wina,0.05330532
aeo,-0.043841243,lnt,0.053163394
krtx,-0.043752547,merc,0.052885476
pgny,-0.043310385,hstm,0.052673336
apam,-0.043266226,mgtx,0.052622624
sol,-0.04317345,ccrn,0.05242509
cveo,-0.04301143,hwkn,0.052233573
trip,-0.042724833,strl,0.052069787
aeis,-0.04262993,dsgn,0.051622245
rezi,-0.04249558,cang,0.051516995
smpl,-0.04236601,hyln,0.05148378
njr,-0.042338803,zgnx,0.05139962
lcii,-0.04232958,grub,0.051090613
nsit,-0.04231586,tcx,0.05108358
safe,-0.04216402,jynt,0.05074547
vrna,-0.042150512,bxc,0.05064473
hp,-0.041966688,ewtx,0.05061036
sstk,-0.041892584,plow,0.050495848
wdfc,-0.041867424,boom,0.05047497
cere,-0.04176998,tile,0.050456114
jwn,-0.04175728,qure,0.050217897
vzio,-0.04157607,prdo,0.050183427
cbt,-0.04116143,sndx,0.050164267
cfx,-0.041147012,ceva,0.04975678
sono,-0.041109584,swbi,0.049589325
acad,-0.041069183,nptn,0.04951204
dct,-0.04101562,nesr,0.04948511
evtc,-0.04093141,rick,0.049480226
boot,-0.040771868,qnst,0.049394615
klic,-0.040543314,noah,0.049165588
kw,-0.040461533,adtn,0.04914796
ajrd,-0.040431276,cal,0.049140856
ale,-0.039891794,ihc,0.049139433
bmi,-0.0398524,bcor,0.049091976
bkh,-0.039761793,holi,0.0489584
sem,-0.039720323,revg,0.04890289
prft,-0.039556764,mnkd,0.04870759
mli,-0.039345637,rnlx,0.048525438
fti,-0.039170217,uec,0.048501045
vc,-0.03890515,arlo,0.048389494
ibp,-0.03885897,vivo,0.048382454
sfm,-0.038756885,nrc,0.048339143
ens,-0.038693238,ccf,0.048137326
fate,-0.038615197,oprx,0.04736413
sgry,-0.03851729,cstl,0.047338426
cvlt,-0.03825642,bhe,0.047172345
ayx,-0.037722435,scsc,0.04700907
shoo,-0.03765216,ntgr,0.04700453
staa,-0.037523847,dbd,0.04692334
egle,-0.037509393,hsii,0.04685116
form,-0.037448272,lind,0.046747155
fsly,-0.036874343,ino,0.046595115
eprt,-0.036812603,gts,0.04629756
oas,-0.036745533,nfbk,0.04622156
spwr,-0.036632605,nrix,0.04574371
dorm,-0.03657784,lasr,0.045707427
rmbs,-0.036341727,abtx,0.045593146
pmcb,-0.035934094,rbbn,0.0453253
wor,-0.035888318,rvnc,0.045305204
nvro,-0.03574925,xent,0.044291794
flr,-0.035380375,slp,0.044177048
ofc,-0.034859695,repl,0.04411249
eqc,-0.03467792,psn,0.044078745
mrcy,-0.03463629,vvi,0.043653052
rdfn,-0.034545857,gco,0.043426577
cwt,-0.034499936,sptn,0.043422665
cake,-0.034425262,modn,0.043417253
joe,-0.034379758,slca,0.043397326
eaf,-0.034305796,gldd,0.0430565
apls,-0.033614155,pae,0.042849433
aimc,-0.033612948,bkd,0.042779863
mmsi,-0.033349346,tnk,0.042622343
tcnnf,-0.032884456,cers,0.04253508
usm,-0.032779895,metc,0.04242321
wern,-0.032586157,vhi,0.042379476
fwrd,-0.03238363,drq,0.04232511
atrc,-0.03198559,swm,0.042285796
calx,-0.031598754,ecol,0.042163786
abm,-0.03154936,mgic,0.041957837
bdc,-0.031287543,crnx,0.041811697
bcc,-0.031265784,rgnx,0.0417303
ava,-0.03118517,wetf,0.041685786
cbrl,-0.030910728,apts,0.041075934
plxs,-0.030571498,atex,0.04106235
eye,-0.030454785,kids,0.040992696
tph,-0.030326823,twnk,0.04073243
ktb,-0.029996375,cio,0.040695675
ngvt,-0.029876733,ha,0.040337533
arvn,-0.029625658,so,0.040311996
hlio,-0.029613692,rckt,0.040083174
csgp,-0.029554613,tbi,0.039841365
ptct,-0.029494619,chrs,0.03974409
epc,-0.029406138,denn,0.039533436
itci,-0.02937854,geo,0.038760763
yelp,-0.029153997,goss,0.038631734
jjsf,-0.028945578,erii,0.038631357
ccoi,-0.028714908,accd,0.038425732
unit,-0.02842182,real,0.03824742
pack,-0.02832038,iesc,0.03820418
mdrx,-0.028182363,cnxn,0.038166236
algt,-0.028162494,aiv,0.038019877
ati,-0.027792059,road,0.0374768
nwe,-0.027672226,agys,0.03740242
vsat,-0.027533462,qtrx,0.037360884
cnne,-0.02746939,pdfs,0.036968153
ain,-0.027207172,talo,0.036936752
spce,-0.02681448,vtol,0.036704008
cpe,-0.026537672,lung,0.03667644
adap,-0.025719283,amwd,0.036434006
vsto,-0.025459297,nuvb,0.036402665
pcrx,-0.025391834,inn,0.035684384
mtl,-0.025345871,nhc,0.035610687
swtx,-0.025156854,hzo,0.035335444
itri,-0.025008986,avxl,0.035263672
sanm,-0.024616677,csv,0.03497197
lwlg,-0.024583096,yext,0.034948945
nhi,-0.024423866,ac,0.034774557
door,-0.023811774,axsm,0.034582127
ebs,-0.023788616,anab,0.03457981
crk,-0.023560716,wnc,0.034417715
pdco,-0.0235257,zumz,0.034327015
zntl,-0.023337906,cldx,0.03418607
ameh,-0.023239998,grc,0.034137808
irt,-0.022066632,hckt,0.034040593
itgr,-0.021636913,vips,0.03398023
four,-0.021472333,arko,0.033946212
cvco,-0.021452956,pcvx,0.03385369
epay,-0.021430815,opk,0.033809375
axnx,-0.02134994,clfd,0.033703692
ottr,-0.02127683,thry,0.033672176
rxt,-0.021139316,ngm,0.03349792
oi,-0.02073136,srne,0.033301864
vrs,-0.02052997,forr,0.03320279
htia,-0.020477884,seer,0.03311871
urbn,-0.020422563,ttcf,0.032867193
sho,-0.02031053,rxdx,0.03282874
bdn,-0.02020444,gnl,0.032695733
uctt,-0.020183127,pump,0.032464746
hae,-0.020168047,cars,0.03230149
neo,-0.020154772,atra,0.03228951
acls,-0.02007838,audc,0.032221872
rcus,-0.020005928,faro,0.032115776
pi,-0.019996919,sfl,0.032002784
gcp,-0.019834029,mrus,0.031710442
mtx,-0.019488335,mdgl,0.03161811
med,-0.019306209,twou,0.031583477
cvi,-0.019133057,dnow,0.03135049
rig,-0.0190907,arco,0.0311175
pdm,-0.018825313,imax,0.030538276
fold,-0.018799048,oec,0.030362433
unfi,-0.018723179,sats,0.030324038
bgs,-0.018709205,ppl,0.030303776
lpro,-0.018580759,tgls,0.030222055
vrrm,-0.018503381,cts,0.029888524
modv,-0.018475838,par,0.02985528
aaww,-0.018320141,blfs,0.029829275
insm,-0.018286174,hlit,0.029766658
fss,-0.01824061,shen,0.029539926
jeld,-0.01816036,uuuu,0.029534068
ttgt,-0.018052924,chef,0.02952369
rlj,-0.01800138,vrex,0.0292348
spxc,-0.017762573,lpi,0.029225929
gkos,-0.01726408,isee,0.029054739
go,-0.017142622,aten,0.02813297
sage,-0.01695484,bcyc,0.028101465
pd,-0.016941542,aeva,0.02776462
ths,-0.016788283,fgen,0.027625723
bfs,-0.016625997,land,0.027273891
aat,-0.016286217,inbx,0.026963882
regi,-0.016113652,grbk,0.026752263
ntct,-0.016027646,tvty,0.026619697
roic,-0.015954534,atec,0.02634284
praa,-0.015928535,bbby,0.026247142
crto,-0.015909642,gbx,0.026237201
ue,-0.015812438,adus,0.026235621
ual,-0.015612487,mcri,0.026222393
civi,-0.015591443,ta,0.025952414
adpt,-0.0150927715,alec,0.025703331
gms,-0.014991959,inva,0.025539549
cvet,-0.014855136,ftcv,0.025370758
md,-0.01415731,eypt,0.025334025
ccs,-0.013838852,htld,0.025305457
vrts,-0.013746244,ebix,0.025224969
auph,-0.013542059,cdmo,0.025186172
mpln,-0.0132629415,myov,0.025143687
frog,-0.012621799,azz,0.024998454
tds,-0.012577762,ichr,0.024841107
psmt,-0.012362516,kros,0.02476475
wre,-0.012089133,silk,0.024711957
odp,-0.011842643,krys,0.024340497
aca,-0.0116736675,nxgn,0.024150142
lpsn,-0.011550921,plab,0.024093516
pten,-0.011375892,drh,0.02408958
flgt,-0.011301596,pgti,0.02406513
ng,-0.011262056,slqt,0.023717262
tse,-0.011149388,lrn,0.023387235
tgh,-0.010901243,plya,0.023384258
idcc,-0.010743996,prch,0.023351595
kn,-0.010255932,clne,0.023172298
ptve,-0.010202942,prlb,0.022991734
nxrt,-0.010054931,aosl,0.022884412
sava,-0.010048988,pro,0.022882149
save,-0.010001693,clb,0.022688124
maxr,-0.0098483525,hsc,0.02245063
cbz,-0.009718489,amrn,0.022278758
mwa,-0.009481897,mgee,0.022132961
rlay,-0.009347065,hcat,0.021849576
usna,-0.008923328,hl,0.021647312
kar,-0.008683271,xene,0.021440035
cnr,-0.008583124,gden,0.021340791
ibrx,-0.008475753,cde,0.02122522
btu,-0.008364123,sxi,0.021090347
hmhc,-0.007925804,opi,0.0210617
prgs,-0.007880638,mrtn,0.020959085
cort,-0.007796361,ltc,0.02030233
bzun,-0.007701137,alx,0.019877162
cdna,-0.0073565976,fdp,0.01976921
skt,-0.007339126,banr,0.019709734
fcpt,-0.0072799004,prim,0.019512946
ecpg,-0.006963926,imgn,0.019408869
xhr,-0.00654433,dfin,0.019403646
pgre,-0.0065359515,dlx,0.019010827
mmi,-0.0064948234,uvv,0.019010052
cnk,-0.0063011334,res,0.018980071
nktr,-0.005910569,meg,0.018794136
btcs,-0.0058348514,gty,0.018734803
ccxi,-0.00577965,acel,0.01869671
kymr,-0.005332164,bv,0.018462569
calm,-0.0049923905,edit,0.018042337
nex,-0.0046813507,enta,0.01798327
xncr,-0.004234994,cmre,0.017907554
evh,-0.0041128746,big,0.017813314
akr,-0.0039209374,cccc,0.017720768
inmd,-0.0037130076,atge,0.017592777
rock,-0.003580314,pahc,0.01748287
hrmy,-0.0033809836,rdnt,0.017391047
csgs,-0.003313492,sens,0.017143613
evri,-0.0033009856,gff,0.016868975
taro,-0.0029278484,stra,0.016777012
tree,-0.0029216625,allo,0.016671846
mgpi,-0.0028894567,avns,0.016374491
codi,-0.0027911654,nwn,0.016340854
mygn,-0.0026588563,apog,0.016308948
icfi,-0.0025937587,lyft,0.016126525
wow,-0.0025225873,cxw,0.015931543
sbh,-0.0024421613,avav,0.015836667
irwd,-0.0019779957,mntk,0.015765088
krg,-0.0019769343,tptx,0.015486076
infn,-0.001729018,rfp,0.015477394
sjw,-0.0016923567,avid,0.015461395
alg,-0.0014172969,amph,0.0152247
mgrc,-0.0012256213,dk,0.015154937
comm,-0.0010472295,scs,0.015045575
dea,-0.00090855994,cdxs,0.014737142
foe,-0.0008002187,oflx,0.014261979
snbr,-0.000703638,baly,0.014064501
gdot,-0.00053912716,tnc,0.013757862
xper,-0.00029459654,ges,0.013562974
gdyn,-0.00021174032,nstg,0.013560786
mei,7.585084e-5,vcel,0.013227688
iova,0.00029519567,dba,0.012881991
lgnd,0.00040287248,tvtx,0.012731709
irbt,0.00042504154,esta,0.012671836
ptgx,0.000571074,elf,0.012571886
ctos,0.0005994501,sgh,0.012569379
msex,0.0006021766,trs,0.01246323
cyrx,0.00064209587,til,0.0124334665
ktos,0.00071951136,osis,0.012238768
hcc,0.0010020753,eat,0.01211394
forty,0.0010277025,svc,0.011901593
gbt,0.0011257388,oge,0.011878232
play,0.0012646044,jbi,0.011764265
bke,0.0012809598,kra,0.011664273
cmpr,0.0015609436,mlab,0.011499633
nvee,0.0015802328,kalu,0.01137673
camt,0.0015990178,lzb,0.011254929
adv,0.0020392544,gogo,0.011157167
nog,0.0022553164,tgi,0.010758771
fet,0.0022593793,fc,0.010573836
xpel,0.0022684643,nbhc,0.010423003
lnth,0.0022916726,supn,0.010328169
blmn,0.0023816829,aspn,0.010047542
alex,0.0024014849,cnob,0.009979138
flng,0.0024671739,apr,0.00965032
kro,0.002520599,itos,0.009498696
agio,0.0026748828,goev,0.009440457
hni,0.0027442595,oxm,0.00922992
extr,0.0027813134,tcom,0.009206163
vgr,0.0032807412,eb,0.009100715
spns,0.0033028089,frta,0.009012682
int,0.0034293437,aste,0.008928167
rvmd,0.0034687554,schl,0.008865645
mtor,0.0034846652,prta,0.008861765
cli,0.0034850345,tell,0.0085387295
vcyt,0.0036736876,fro,0.008320425
patk,0.0037013874,myrg,0.008284936
vrtv,0.004359807,cenx,0.008269595
onem,0.004437106,eght,0.008191998
enva,0.0044494467,morf,0.008182917
om,0.0044727395,rdwr,0.007944301
sana,0.004650043,avya,0.0077831172
veco,0.004679031,sdgr,0.0077761784
nlst,0.004717469,gva,0.0076813605
cohu,0.004724759,cytk,0.0076445164
mgni,0.004737048,dvax,0.007641736
pcg,0.005164477,dac,0.007636067
wmk,0.0052645938,crs,0.0074709877
gpre,0.0064276797,oii,0.007443484
cyh,0.0065688835,csiq,0.007407026
ttmi,0.006767907,shyf,0.007231295
